Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2021-05-18,384.7449645996094,388.59297005214694,384.5861749461466,388.3501253478743,59810200
2021-05-19,383.7362976074219,383.91375668350884,378.5713720050292,380.05643027394746,106467100
2021-05-20,387.86444091796875,389.1253236094422,384.49277612741383,384.61416996928796,78022200
2021-05-21,387.5469055175781,390.59169919664373,387.0892629717918,389.3494858539395,76578700
2021-05-24,391.4976501464844,392.5717248506236,389.54560067622776,389.78844536691764,51376700
2021-05-25,390.6290283203125,392.9359673967326,390.0499634392748,392.5810493076067,57451400
2021-05-26,391.4043273925781,391.9086577739116,390.1808117404293,391.2175193605187,43088600
2021-05-27,391.60968017578125,392.9452688208811,391.32946821688466,392.43158965057955,56707700
2021-05-28,392.3102722167969,393.44038379537267,392.0767764400637,393.1788696655476,58520200
2021-06-01,391.96466064453125,394.81329741149153,391.525687491623,394.67320566118025,54216600
2021-06-02,392.5810546875,393.42166217448545,391.60973290730567,392.61842198763014,49097100
2021-06-03,391.1240539550781,392.2635143648258,388.7984453863478,390.26480554943856,58138800
2021-06-04,394.701171875,395.0000532381176,391.1893871156072,392.9732978416649,55938800
2021-06-07,394.31829833984375,394.86934490806766,393.38431530836596,394.69188585185486,51555000
2021-06-08,394.40234375,395.2709411073429,392.57174503386995,395.17753710589864,47134300
2021-06-09,393.81396484375,395.317692442625,393.58981802271103,395.2429578336774,48436300
2021-06-10,395.64453125,396.5972121670287,393.7205285195885,395.0374479909109,51020100
2021-06-11,396.29833984375,396.41041324763955,394.90671424062083,396.1956153911513,45570800
2021-06-14,397.1855773925781,397.2883018302443,395.1681709071251,396.4103556235315,42358500
2021-06-15,396.45709228515625,397.3723773329353,395.5791460332352,397.33503853707737,51508500
2021-06-16,394.2434387207031,396.8212401910864,392.19804275303204,396.59709345553694,80386100
2021-06-17,394.11285400390625,395.0935248680887,391.6378044633818,393.832670472112,90949700
2021-06-18,388.7960205078125,391.5227773326563,388.5898708974102,390.8293780050055,118676300
2021-06-21,394.362060546875,394.54947970964827,389.74246700562156,390.55768603100165,72822000
2021-06-22,396.4703674316406,397.3043454678535,393.6311417670724,394.352679752593,57700300
2021-06-23,395.9924621582031,397.35115077864344,395.9081321276498,396.54531142259333,49445400
2021-06-24,398.33514404296875,398.7567942864678,397.88535518708557,398.13837392933584,45110300
2021-06-25,399.7499694824219,400.1997582443463,398.75671098813206,399.0846801731096,58129500
2021-06-28,400.5558776855469,400.72453776466034,399.07536933086004,400.274777553691,53159600
2021-06-29,400.7714538574219,401.57729339402437,400.237334948101,400.9401139563176,35970500
2021-06-30,401.1087341308594,401.78340305544015,400.2841356012442,400.3122456149289,64827900
2021-07-01,403.3294982910156,403.48880742764095,401.8021208712644,401.8677204331776,53441000
2021-07-02,406.412353515625,406.7684327334074,403.41381877275404,404.49143596219454,57697700
2021-07-06,405.67205810546875,406.68407566728763,402.93592178588835,406.468546524495,68710400
2021-07-07,407.10577392578125,407.38690265779184,404.3415272693066,406.35615449938257,63549500
2021-07-08,403.78863525390625,404.54763413664995,400.60268153812575,401.78335917623605,97595200
2021-07-09,408.0990295410156,408.39888874783514,403.59187628680496,405.29729335492465,76238600
